ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Percent_Days_Employed,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
6614,M,WHITE,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,4,3+,2,2,0,0,1,1,1,1,0,2+,0,0,0,0.0,1,0,0,0,0
6615,M,BLACK,33-37,0,High School Diploma,1,Drug,3+ years,8,4,3+,0,4,4,0,0,3+,3,1,0,2+,1,0,0,Unknown,0,0,0,0,0
6616,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,7,6+,1,5+,1,5+,1,1,2,4+,1,3+,1,1,0,1,0.461111111,0,1,1,0,0
6617,F,WHITE,48 or older,0,Some College,0,Drug,<1 year,4,3,0,3,2,1,0,0,0,2,0,2,2+,0,0,0,0.978723404,0,0,0,0,0
6618,M,WHITE,43-47,1,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,3,1,1,3+,4+,1,3+,1,0,1,1,0.500990099,1,1,1,0,0
6619,M,WHITE,48 or older,0,High School Diploma,2,Property,1-2 years,10+,6+,1,5+,3,5+,0,0,3+,4+,0,3+,1,1,0,0,0.291793313,0,1,0,1,0
6620,M,WHITE,28-32,0,High School Diploma,0,Other,<1 year,10+,5,2,2,4,5+,1,0,3+,0,0,2,1,1,1,0,0.968586387,0,1,0,1,0
6621,F,BLACK,38-42,0,Some College,1,Unknown,1-2 years,7,5,1,2,4,3,0,0,3+,1,0,2,2+,0,0,0,0.244897959,0,1,1,0,0
6622,M,WHITE,28-32,0,< HS Diploma,0,Property,<1 year,9,6+,1,5+,0,5+,0,0,3+,4+,0,3+,1,1,0,0,0.259067358,0,1,1,0,0
6623,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,8,2,2,1,1,3,0,1,2,0,1,0,0,1,0,0,0.264367816,0,1,1,0,0
6624,M,WHITE,38-42,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,6+,1,5+,1,5+,0,0,3+,4+,1,3+,0,1,0,0,0.921348315,0,1,1,0,0
6625,M,BLACK,28-32,0,< HS Diploma,2,Property,<1 year,10+,3,3+,4,5+,2,0,1,2,0,0,1,2+,0,0,1,0.395480226,0,1,1,0,0
6626,M,BLACK,28-32,0,< HS Diploma,3+,Property,1-2 years,4,6+,0,5+,1,5+,0,0,3+,4+,0,3+,2+,1,0,0,0.868669528,0,1,0,0,1
6627,M,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,2,0,5+,0,3,0,0,3+,1,0,3+,0,0,0,0,1.0,0,1,1,0,0
6628,M,WHITE,48 or older,0,< HS Diploma,0,Property,3+ years,10+,2,0,5+,2,3,0,0,3+,1,0,3+,0,1,0,0,0.123943662,0,0,0,0,0
6629,M,BLACK,28-32,0,< HS Diploma,0,Property,3+ years,2,2,0,3,0,3,0,0,1,2,0,3+,0,1,0,0,0.975015235,0,0,0,0,0
6630,M,BLACK,33-37,0,< HS Diploma,1,Unknown,3+ years,8,6+,1,0,5+,5+,0,1,2,2,0,0,2+,1,0,1,0.852791878,0,1,1,0,0
6631,M,BLACK,28-32,0,High School Diploma,3+,Property,1-2 years,5,2,0,3,2,2,0,0,3+,1,0,2,2+,1,0,0,0.0,0,1,1,0,0
6632,M,WHITE,48 or older,0,High School Diploma,0,Unknown,1-2 years,10+,6+,3+,4,1,5+,0,0,3+,4+,1,2,2+,1,0,0,0.358862144,0,1,1,0,0
6633,M,BLACK,48 or older,1,High School Diploma,3+,Property,3+ years,10+,6+,2,5+,4,5+,0,0,3+,2,1,3+,1,1,0,0,0.092421442,0,1,1,0,0
6634,M,WHITE,38-42,0,Some College,2,Violent/Non-Sex,3+ years,6,6+,3+,4,5+,3,0,0,1,4+,1,0,2+,0,0,0,0.086294416,0,1,1,0,0
6635,M,BLACK,33-37,0,< HS Diploma,2,Drug,<1 year,5,5,0,2,3,2,0,1,2,0,0,2,2+,0,0,0,0.0,0,1,0,0,1
6636,M,BLACK,48 or older,0,< HS Diploma,1,Violent/Sex,3+ years,10+,6+,3+,5+,0,2,1,1,3+,4+,1,2,0,1,0,0,0.314249364,1,1,1,0,0
6637,M,WHITE,28-32,1,High School Diploma,0,Drug,<1 year,5,2,0,3,2,1,0,0,1,2,0,2,1,0,0,0,0.871681416,0,1,1,0,0
6638,M,WHITE,28-32,0,High School Diploma,0,Drug,1-2 years,5,1,0,0,5+,2,0,0,1,0,0,0,1,0,0,0,0.161001789,0,1,1,0,0
6639,M,BLACK,28-32,0,< HS Diploma,1,Drug,3+ years,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.740740741,1,0,0,0,0
6640,F,WHITE,43-47,0,< HS Diploma,2,Drug,1-2 years,8,6+,0,4,5+,4,0,0,3+,3,0,2,1,1,0,0,0.963921569,0,0,0,0,0
6641,M,BLACK,43-47,0,< HS Diploma,3+,Drug,3+ years,10+,6+,3+,5+,5+,5+,0,1,3+,4+,1,2,2+,0,0,0,0.0,0,1,1,0,0
6642,M,WHITE,28-32,0,High School Diploma,0,Violent/Non-Sex,1-2 years,7,4,1,2,1,5+,0,1,2,1,1,1,0,1,0,1,0.028888889,0,1,1,0,0
6643,M,WHITE,28-32,1,High School Diploma,1,Drug,<1 year,10+,6+,0,4,5+,5+,0,1,3+,4+,0,3+,2+,1,0,0,0.307206068,0,1,1,0,0
6644,M,WHITE,23-27,1,< HS Diploma,3+,Property,<1 year,6,6+,2,3,0,4,1,0,0,4+,0,1,0,0,0,0,0.0,0,1,0,1,0
6645,F,WHITE,43-47,0,High School Diploma,3+,Property,3+ years,6,6+,1,4,1,2,0,0,2,4+,1,2,0,0,0,0,0.0,0,1,0,0,1
6646,M,BLACK,33-37,0,High School Diploma,3+,Property,1-2 years,10+,6+,2,5+,3,2,1,1,1,2,0,2,0,0,0,0,1.0,0,0,0,0,0
6647,F,BLACK,33-37,0,High School Diploma,1,Unknown,<1 year,4,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0
6648,M,WHITE,28-32,0,< HS Diploma,1,Drug,<1 year,5,2,1,0,2,3,1,0,2,0,1,0,1,0,0,0,0.0,0,1,1,0,0
6649,M,BLACK,33-37,0,< HS Diploma,2,Property,<1 year,10+,6+,0,3,5+,5+,0,0,3+,4+,0,1,2+,1,0,1,0.282485876,1,1,0,1,0
6650,F,WHITE,33-37,0,High School Diploma,1,Drug,1-2 years,4,5,0,1,2,4,0,0,3+,3,0,1,2+,1,0,0,0.0,0,1,0,1,0
6651,M,BLACK,18-22,1,< HS Diploma,1,Property,3+ years,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.759465479,0,1,1,0,0
6652,M,BLACK,28-32,0,Some College,0,Property,3+ years,10+,4,0,5+,0,4,0,0,1,2,0,3+,0,1,0,0,0.512880562,0,0,0,0,0
6653,M,BLACK,38-42,0,< HS Diploma,3+,Unknown,3+ years,8,6+,3+,2,2,5+,0,1,1,4+,1,2,0,1,0,0,1.0,0,1,1,0,0
6654,M,WHITE,33-37,0,High School Diploma,2,Drug,<1 year,6,6+,0,3,1,5+,0,0,3+,3,0,1,1,1,0,0,0.0,0,1,0,1,0
6655,M,BLACK,43-47,0,High School Diploma,1,Property,3+ years,10+,3,3+,5+,2,2,0,0,3+,1,1,3+,0,0,0,0,0.564958284,0,0,0,0,0
6656,M,WHITE,28-32,1,High School Diploma,3+,Other,<1 year,7,2,0,4,1,3,0,0,2,2,0,3+,1,1,0,0,0.0,0,1,1,0,0
6657,M,BLACK,43-47,1,Some College,2,Property,3+ years,8,2,3+,5+,0,0,0,1,1,1,1,2,0,0,0,0,0.534965035,0,1,1,0,0
6658,M,WHITE,28-32,0,High School Diploma,0,Drug,1-2 years,9,6+,1,5+,2,4,0,1,2,4+,1,3+,2+,0,0,1,0.457317073,0,1,1,0,0
6659,M,WHITE,28-32,0,High School Diploma,1,Property,1-2 years,9,4,2,4,3,1,0,1,2,2,1,2,2+,0,0,0,1.0,0,1,0,0,1
6660,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,3+,0,1,5+,0,1,1,2,1,1,1,1,0,1,0.0,1,1,1,0,0
6661,M,BLACK,28-32,1,High School Diploma,0,Violent/Non-Sex,3+ years,3,6+,3+,0,0,5+,0,1,1,2,1,1,0,0,1,0,0.590361446,0,1,1,0,0
6662,M,WHITE,33-37,0,High School Diploma,1,Property,3+ years,5,3,0,5+,1,3,0,0,1,3,0,3+,1,1,0,0,0.0,0,1,1,0,0
6663,M,BLACK,43-47,0,High School Diploma,0,Other,1-2 years,5,2,1,2,0,1,0,0,2,1,0,2,0,0,0,0,0.283474065,1,0,0,0,0
6664,M,WHITE,38-42,1,Some College,2,Other,<1 year,9,3,0,3,1,5+,0,1,3+,2,0,3+,0,1,0,1,0.0,0,1,1,0,0
6666,M,BLACK,33-37,0,Some College,3+,Violent/Non-Sex,3+ years,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1.0,0,0,0,0,0
6667,M,WHITE,43-47,0,< HS Diploma,0,Property,3+ years,8,6+,3+,5+,1,3,1,0,1,2,1,0,0,0,0,0,0.997975709,0,1,0,1,0
6668,M,WHITE,38-42,0,High School Diploma,3+,Property,1-2 years,10+,6+,0,3,5+,5+,0,0,1,3,0,2,1,1,0,0,1.0,0,1,1,0,0
6669,M,WHITE,28-32,0,High School Diploma,0,Property,<1 year,8,6+,1,5+,3,0,0,0,3+,4+,1,3+,2+,0,0,0,0.0,0,1,1,0,0
6670,M,WHITE,33-37,0,High School Diploma,0,Violent/Sex,3+ years,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,1,0,0,0,0
6671,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,1-2 years,8,2,1,3,3,4,0,0,2,1,1,1,2+,1,0,0,0.841025641,0,1,0,1,0
6672,M,WHITE,48 or older,0,< HS Diploma,0,Property,3+ years,10+,4,3+,5+,1,2,0,0,3+,2,1,3+,0,1,0,0,0.0,0,1,0,0,1
6673,M,BLACK,28-32,0,< HS Diploma,3+,Drug,3+ years,6,0,0,0,4,0,0,0,3+,0,0,0,2+,0,0,0,1.0,0,1,0,1,0
6674,M,BLACK,33-37,0,High School Diploma,3+,Other,<1 year,9,6+,1,2,3,4,1,0,2,4+,1,1,2+,1,0,0,0.0,0,1,1,0,0
6675,F,WHITE,38-42,0,Some College,0,Other,3+ years,10+,6+,1,5+,5+,5+,0,0,1,4+,0,1,2+,1,0,0,0.0,0,1,1,0,0
6676,M,BLACK,33-37,0,< HS Diploma,0,Property,<1 year,10+,5,2,2,2,5+,0,1,2,4+,1,2,0,1,0,0,0.799472296,1,1,1,0,0
6677,M,BLACK,28-32,1,< HS Diploma,0,Unknown,3+ years,4,3,1,1,3,1,0,1,0,1,0,0,1,0,0,1,0.0,0,0,0,0,0
6678,M,BLACK,28-32,1,< HS Diploma,1,Drug,<1 year,6,3,0,0,2,5+,0,1,0,4+,0,1,1,1,0,0,1.0,0,1,0,1,0
6679,M,BLACK,28-32,0,High School Diploma,1,Other,3+ years,6,1,0,1,4,3,0,1,3+,0,0,0,2+,1,0,1,1.0,0,0,0,0,0
6680,M,WHITE,28-32,0,Some College,1,Drug,<1 year,3,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1.0,0,0,0,0,0
6681,F,WHITE,43-47,0,High School Diploma,2,Unknown,1-2 years,5,2,0,0,5+,1,0,0,3+,0,0,0,2+,0,0,0,1.0,0,0,0,0,0
6682,M,WHITE,33-37,0,Some College,3+,Violent/Sex,3+ years,1,4,1,0,0,0,0,0,0,4+,0,0,0,0,0,0,0.090073529,1,1,1,0,0
6683,M,WHITE,43-47,0,High School Diploma,0,Other,1-2 years,5,5,1,0,4,2,0,1,2,4+,1,0,1,1,0,1,0.135245902,0,1,1,0,0
6684,M,WHITE,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,8,6+,1,3,1,2,0,1,2,4+,1,2,1,0,0,1,1.0,0,1,1,0,0
6685,M,BLACK,23-27,0,< HS Diploma,3+,Violent/Sex,<1 year,10+,6+,1,0,5+,5+,1,0,2,4+,1,0,2+,0,1,0,0.518309859,1,1,1,0,0
6686,M,BLACK,43-47,1,< HS Diploma,3+,Property,3+ years,10+,6+,1,5+,5+,5+,0,0,3+,4+,0,3+,2+,1,0,0,0.372992701,0,1,0,0,1
6687,M,BLACK,48 or older,0,< HS Diploma,1,Violent/Non-Sex,3+ years,10+,1,1,5+,0,4,1,0,3+,1,0,3+,0,0,0,0,0.699386503,0,1,1,0,0
6688,M,BLACK,28-32,0,High School Diploma,0,Property,3+ years,8,2,0,5+,0,2,0,0,3+,3,0,3+,0,1,0,0,1.0,0,1,0,1,0
6689,M,BLACK,28-32,0,< HS Diploma,0,Drug,3+ years,8,6+,3+,1,5+,1,0,0,3+,4+,1,1,2+,0,0,0,0.065810594,0,1,0,1,0
6690,M,BLACK,33-37,0,< HS Diploma,3+,Drug,<1 year,3,6+,0,2,2,2,0,0,1,2,0,0,1,0,0,0,0.331531532,0,1,0,0,1
6691,M,BLACK,28-32,0,< HS Diploma,0,Drug,1-2 years,10+,6+,2,2,5+,5+,1,0,2,4+,1,0,2+,0,1,0,0.260380014,0,1,0,1,0
6692,F,WHITE,48 or older,0,High School Diploma,3+,Drug,1-2 years,6,2,1,0,4,1,0,0,0,1,0,0,1,1,0,0,1.0,0,0,0,0,0
6693,M,BLACK,28-32,0,< HS Diploma,1,Property,3+ years,7,6+,1,4,4,3,0,0,1,4+,0,1,2+,0,0,0,0.978915663,1,1,1,0,0
6694,M,BLACK,28-32,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,6+,3+,5+,0,0,0,1,3+,1,1,3+,0,0,0,0,0.0,0,1,1,0,0
6695,M,WHITE,33-37,0,High School Diploma,3+,Property,3+ years,7,5,1,5+,0,4,0,0,0,1,0,3+,0,1,0,0,1.0,0,0,0,0,0
6696,M,BLACK,28-32,0,High School Diploma,3+,Violent/Sex,3+ years,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0
6697,M,WHITE,28-32,0,High School Diploma,1,Other,<1 year,6,4,0,3,0,3,0,0,2,1,0,3+,0,0,0,0,1.0,1,0,0,0,0
6698,M,BLACK,33-37,0,High School Diploma,3+,Violent/Non-Sex,<1 year,10+,6+,3+,5+,0,0,0,0,1,3,1,2,0,0,1,0,0.080100125,0,1,1,0,0
6699,M,BLACK,28-32,1,High School Diploma,0,Other,1-2 years,9,2,0,0,5+,5+,0,0,2,4+,0,1,2+,1,0,0,0.066863905,0,1,1,0,0
6700,M,WHITE,28-32,0,High School Diploma,3+,Property,3+ years,10+,4,0,5+,0,5+,0,0,3+,2,0,3+,0,0,0,0,0.30608365,0,1,1,0,0
6701,M,BLACK,48 or older,0,< HS Diploma,1,Violent/Non-Sex,3+ years,4,1,2,2,0,0,0,0,3+,1,1,2,0,0,0,0,1.0,1,1,0,0,1
6702,M,BLACK,28-32,0,< HS Diploma,1,Drug,3+ years,6,6+,1,1,3,5+,0,0,2,3,1,1,2+,1,0,0,0.405228758,0,1,1,0,0
6703,M,BLACK,28-32,1,High School Diploma,3+,Violent/Non-Sex,3+ years,5,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
6704,M,WHITE,28-32,0,High School Diploma,0,Violent/Non-Sex,1-2 years,5,6+,1,3,2,5+,0,0,2,4+,1,3+,2+,1,0,0,0.73598369,0,0,0,0,0
6705,M,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0
6706,M,BLACK,28-32,1,High School Diploma,3+,Unknown,3+ years,7,4,0,1,5+,4,0,1,3+,3,0,0,2+,0,0,0,0.0,0,1,0,0,1
6707,M,WHITE,28-32,0,High School Diploma,3+,Unknown,3+ years,1,4,0,1,1,2,0,0,0,2,0,1,1,1,0,0,0.0,0,0,0,0,0
6708,M,BLACK,28-32,1,< HS Diploma,0,Violent/Non-Sex,3+ years,3,5,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0,0
6709,M,BLACK,48 or older,0,High School Diploma,0,Other,1-2 years,10+,4,3+,5+,3,3,0,0,3+,1,1,3+,1,0,0,0,1.0,0,0,0,0,0
6710,M,BLACK,48 or older,1,< HS Diploma,2,Violent/Non-Sex,3+ years,6,0,3+,3,0,0,0,0,2,1,1,1,0,0,1,0,0.995670996,0,1,1,0,0
6711,M,BLACK,33-37,0,< HS Diploma,0,Property,<1 year,4,6+,3+,1,1,5+,1,0,1,4+,1,1,0,0,0,0,1.0,0,1,1,0,0
6712,F,WHITE,33-37,0,< HS Diploma,3+,Property,3+ years,9,6+,2,3,2,5+,0,0,3+,2,1,1,2+,1,0,0,0.0,0,0,0,0,0
6713,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,3+ years,7,4,2,2,2,1,0,1,1,2,1,1,2+,0,0,1,0.916666667,0,1,0,0,1
6714,M,WHITE,33-37,1,High School Diploma,2,Violent/Non-Sex,3+ years,4,5,3+,2,2,3,0,0,1,4+,1,1,2+,0,0,0,0.0,0,1,1,0,0
6715,M,BLACK,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,5,0,0,0,3,3,0,1,1,0,0,0,2+,0,0,1,0.505263158,0,1,0,1,0
6716,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,1-2 years,10+,6+,0,2,4,4,0,1,3+,4+,0,2,2+,0,0,1,0.758017493,0,1,1,0,0
6717,M,BLACK,23-27,1,< HS Diploma,1,Property,1-2 years,9,2,2,5+,0,3,0,0,1,2,0,3+,0,0,0,0,0.368945869,0,0,0,0,0
6718,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,8,3,3+,0,3,1,0,1,3+,1,1,0,2+,0,0,1,0.324387398,0,1,1,0,0
6720,F,BLACK,48 or older,0,Some College,3+,Drug,3+ years,10+,6+,0,3,5+,5+,0,0,3+,2,0,1,2+,1,0,0,0.0,0,0,0,0,0
6721,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,<1 year,5,6+,2,0,4,3,1,0,1,4+,1,0,2+,0,0,0,0.0,0,1,1,0,0
6722,M,BLACK,33-37,0,< HS Diploma,1,Other,1-2 years,6,5,0,1,5+,2,0,1,2,1,0,0,2+,0,0,1,1.0,0,1,0,1,0
6723,M,WHITE,43-47,0,< HS Diploma,2,Other,1-2 years,10+,6+,2,5+,2,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,0,0,0,0
6724,M,BLACK,28-32,1,< HS Diploma,0,Violent/Non-Sex,3+ years,4,1,3+,0,0,1,0,1,0,0,1,0,0,0,0,1,0.798436142,0,1,0,0,1
6725,F,WHITE,23-27,0,High School Diploma,2,Other,1-2 years,7,2,1,0,2,5+,0,0,1,0,0,0,2+,0,0,0,1.0,0,1,1,0,0
6726,M,BLACK,38-42,0,High School Diploma,3+,Property,3+ years,10+,2,0,5+,0,3,0,1,1,1,0,1,0,0,0,0,0.419653179,0,0,0,0,0
6727,M,WHITE,28-32,0,< HS Diploma,1,Violent/Non-Sex,3+ years,4,3,2,1,1,1,0,0,1,2,0,1,0,0,0,0,1.0,0,0,0,0,0
6728,F,WHITE,33-37,0,High School Diploma,3+,Property,3+ years,10+,2,0,5+,3,5+,0,0,0,1,0,3+,0,1,0,0,0.992518703,0,1,0,1,0
6729,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,10+,4,3+,5+,5+,3,1,1,3+,2,1,1,2+,0,0,1,0.0,0,1,0,1,0
6730,M,BLACK,33-37,0,High School Diploma,2,Unknown,3+ years,10+,6+,3+,5+,5+,5+,1,1,3+,4+,1,3+,1,0,1,0,0.0,0,1,1,0,0
6731,M,BLACK,43-47,0,High School Diploma,3+,Property,1-2 years,10+,6+,3+,5+,2,2,0,1,3+,4+,1,3+,1,1,0,1,0.0,0,1,0,1,0
6732,M,WHITE,28-32,0,< HS Diploma,1,Unknown,3+ years,6,4,2,0,4,1,0,1,1,4+,1,0,1,1,0,0,0.659048796,0,1,0,0,1
6733,M,BLACK,33-37,0,Some College,0,Drug,3+ years,6,6+,3+,1,2,5+,0,0,1,4+,1,0,1,1,0,0,0.0,0,1,1,0,0
6734,M,WHITE,38-42,0,High School Diploma,3+,Other,1-2 years,10+,6+,1,5+,5+,5+,0,0,2,4+,0,3+,2+,1,0,0,0.075671277,0,1,0,1,0
6735,M,WHITE,28-32,0,< HS Diploma,1,Property,<1 year,10+,4,0,5+,0,5+,0,0,2,3,0,3+,0,0,0,0,0.0,0,1,1,0,0
6736,M,BLACK,48 or older,0,< HS Diploma,0,Property,3+ years,8,1,3+,2,1,1,0,1,3+,1,1,0,0,0,0,1,1.0,1,0,0,0,0
6737,M,BLACK,33-37,0,High School Diploma,0,Unknown,<1 year,4,6+,1,1,5+,5+,0,0,3+,4+,1,1,2+,0,1,0,1.0,0,1,1,0,0
6738,M,WHITE,28-32,1,< HS Diploma,0,Other,3+ years,9,6+,0,1,3,5+,0,0,1,4+,0,1,2+,1,0,0,0.567857143,0,1,1,0,0
6739,M,BLACK,43-47,0,< HS Diploma,3+,Unknown,1-2 years,10+,6+,2,1,5+,5+,0,1,3+,4+,1,0,2+,1,0,0,0.161870504,0,1,1,0,0
6740,M,WHITE,38-42,0,High School Diploma,3+,Property,<1 year,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0.433420366,0,1,1,0,0
6741,F,WHITE,48 or older,0,< HS Diploma,2,Drug,1-2 years,4,6+,0,0,3,5+,0,0,1,4+,0,0,2+,1,0,0,0.99663016,0,0,0,0,0
6742,M,BLACK,38-42,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,2,2,5+,3,3,0,0,3+,1,0,3+,0,1,0,0,0.999165972,1,0,0,0,0
6743,M,BLACK,23-27,0,< HS Diploma,0,Property,1-2 years,10+,4,0,5+,1,2,0,0,1,3,0,3+,0,0,0,0,0.0,0,1,1,0,0
6744,M,WHITE,28-32,0,< HS Diploma,2,Other,1-2 years,5,5,1,1,2,2,1,0,3+,3,0,1,2+,1,0,0,0.832098765,0,1,0,0,1
6745,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,4,2,1,2,0,2,0,1,2,1,0,2,0,0,0,1,0.0,0,1,1,0,0
6746,M,WHITE,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,7,6+,3+,0,2,5+,1,0,1,4+,1,0,0,1,0,0,1.0,0,1,0,1,0
6747,M,BLACK,38-42,0,< HS Diploma,0,Drug,3+ years,10+,5,2,4,5+,5+,0,1,3+,4+,1,1,2+,1,0,1,0.397794118,0,0,0,0,0
6748,M,WHITE,43-47,0,High School Diploma,2,Drug,<1 year,10+,5,0,1,5+,5+,1,0,3+,4+,0,1,2+,1,0,0,0.45620438,0,1,1,0,0
6749,F,BLACK,28-32,0,< HS Diploma,2,Unknown,<1 year,7,6+,0,2,2,5+,0,0,0,3,0,2,1,1,0,0,0.871934605,0,0,0,0,0
6750,M,WHITE,48 or older,0,High School Diploma,3+,Drug,3+ years,1,3,0,0,3,0,0,0,0,1,0,0,2+,0,0,0,0.0,0,0,0,0,0
6751,M,WHITE,28-32,0,High School Diploma,2,Property,1-2 years,7,6+,3+,4,2,3,0,0,1,3,1,2,1,0,0,0,0.0,0,1,0,1,0
6752,M,BLACK,28-32,1,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,2,3+,5+,0,0,0,1,2,3,1,3+,0,0,0,0,0.559122944,0,1,0,0,1
6753,M,WHITE,23-27,0,< HS Diploma,3+,Drug,<1 year,8,6+,3+,1,1,4,1,1,3+,2,1,1,1,1,1,1,0.0,0,1,1,0,0
6754,M,WHITE,48 or older,0,High School Diploma,1,Drug,1-2 years,10+,6+,3+,5+,5+,5+,1,1,3+,4+,1,0,2+,0,0,1,0.860759494,0,1,1,0,0
6755,M,WHITE,33-37,1,< HS Diploma,3+,Other,<1 year,10+,6+,0,5+,2,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,1,0,1,0
6756,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,1-2 years,5,4,3+,1,2,3,1,0,3+,2,1,0,2+,0,1,0,1.0,0,0,0,0,0
6757,M,BLACK,23-27,0,High School Diploma,2,Unknown,<1 year,8,3,0,0,5+,3,0,0,1,0,0,0,2+,1,0,0,1.0,0,1,1,0,0
6758,M,WHITE,23-27,0,< HS Diploma,0,Property,3+ years,4,3,1,3,0,3,1,0,0,1,1,1,0,0,1,0,0.086124402,1,1,0,1,0
6759,M,WHITE,48 or older,0,High School Diploma,0,Violent/Sex,3+ years,10+,6+,3+,2,3,3,0,0,3+,2,1,2,1,0,0,0,0.79281768,1,1,0,0,1
6760,M,BLACK,33-37,0,High School Diploma,3+,Violent/Non-Sex,1-2 years,10+,6+,3+,3,5+,5+,1,0,3+,4+,1,1,2+,1,1,0,1.0,0,1,0,1,0
6761,M,BLACK,33-37,0,High School Diploma,3+,Drug,<1 year,10+,6+,1,5+,5+,5+,1,1,3+,4+,1,3+,2+,1,1,0,0.0,0,1,0,1,0
6762,M,BLACK,28-32,0,High School Diploma,1,Drug,<1 year,5,3,1,2,2,4,0,1,1,4+,0,0,0,1,0,0,1.0,0,1,1,0,0
6763,M,BLACK,33-37,0,High School Diploma,0,Other,1-2 years,4,0,0,0,1,2,0,0,1,0,0,0,2+,0,0,0,0.995260664,0,0,0,0,0
6764,M,BLACK,48 or older,0,Some College,2,Other,<1 year,4,6+,1,0,1,3,0,0,2,4+,1,0,0,1,0,0,0.0,0,1,1,0,0
6765,M,BLACK,38-42,0,High School Diploma,3+,Property,3+ years,4,6+,0,2,0,5+,0,0,1,4+,0,2,0,1,0,0,0.58045977,1,1,1,0,0
6766,M,BLACK,43-47,0,High School Diploma,3+,Violent/Non-Sex,3+ years,2,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1,Unknown,0,0,0,0,0
6767,M,BLACK,28-32,0,Some College,0,Violent/Non-Sex,3+ years,3,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0.946325351,0,0,0,0,0
6768,M,BLACK,33-37,0,< HS Diploma,3+,Other,3+ years,10+,4,2,3,5+,5+,0,0,3+,4+,1,2,2+,1,0,0,0.796725784,0,1,0,0,1
6769,M,BLACK,28-32,0,< HS Diploma,2,Unknown,<1 year,6,2,0,0,5+,2,0,0,0,1,0,0,2+,0,0,0,0.47654321,0,1,1,0,0
6770,M,BLACK,48 or older,0,Some College,3+,Property,1-2 years,5,6+,1,5+,0,4,0,0,3+,4+,0,3+,0,1,0,0,0.262948207,0,1,1,0,0
6771,M,BLACK,43-47,0,Some College,3+,Unknown,1-2 years,10+,6+,2,5+,0,5+,1,0,3+,4+,0,3+,0,1,0,0,0.36036961,1,0,0,0,0
