ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
3333,M,WHITE,33-37,0,< HS Diploma,2,Drug,1-2 years,6,6+,3+,4,1,2,0,0,2,3,0,3+,1,0,0,0,1
3334,M,WHITE,48 or older,0,Some College,2,Violent/Non-Sex,3+ years,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
3335,M,WHITE,38-42,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,2,1,0,1,1,0,0,2,0,1,0,1,0,0,0,0
3336,M,BLACK,33-37,0,< HS Diploma,0,Drug,3+ years,5,4,0,0,5+,5+,0,0,2,1,0,0,2+,1,0,0,1
3337,M,BLACK,43-47,0,High School Diploma,3+,Other,1-2 years,10+,4,1,5+,4,5+,0,0,3+,4+,0,3+,2+,1,0,0,0
3338,M,BLACK,43-47,1,Some College,3+,Violent/Non-Sex,3+ years,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,M,BLACK,33-37,1,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3340,M,BLACK,48 or older,0,< HS Diploma,2,Violent/Non-Sex,3+ years,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,M,BLACK,33-37,1,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3342,M,WHITE,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3343,F,WHITE,38-42,0,High School Diploma,3+,Property,3+ years,10+,6+,1,5+,5+,5+,1,0,3+,4+,0,3+,2+,1,0,0,1
3344,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,5,3,3+,2,0,0,0,0,1,0,1,1,0,0,0,0,0
3345,M,WHITE,38-42,0,High School Diploma,3+,Violent/Non-Sex,<1 year,10+,6+,1,5+,1,5+,1,1,3+,4+,0,3+,1,1,0,0,0
3346,M,BLACK,33-37,0,High School Diploma,3+,Property,1-2 years,7,6+,3+,4,3,5+,0,0,1,3,0,1,1,1,0,0,1
3348,M,BLACK,38-42,0,High School Diploma,2,Property,<1 year,5,2,1,5+,0,1,0,0,0,0,1,2,0,0,0,0,1
3349,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,1-2 years,10+,6+,3+,3,3,5+,0,0,1,4+,1,1,1,1,0,0,1
3350,M,BLACK,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
3351,M,BLACK,33-37,0,< HS Diploma,0,Violent/Non-Sex,<1 year,3,2,1,0,2,1,1,0,0,1,1,0,0,0,0,1,1
3352,M,WHITE,33-37,0,High School Diploma,1,Violent/Non-Sex,3+ years,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1
3353,M,BLACK,33-37,0,Some College,3+,Violent/Non-Sex,1-2 years,5,6+,3+,1,0,4,1,0,0,4+,1,0,0,0,1,0,0
3354,M,BLACK,33-37,1,High School Diploma,3+,Other,1-2 years,10+,1,0,0,5+,5+,0,1,3+,2,0,0,2+,0,0,1,0
3355,M,BLACK,33-37,0,< HS Diploma,0,Property,<1 year,8,4,0,5+,4,0,0,0,3+,3,0,3+,2+,0,0,0,1
3356,M,BLACK,38-42,0,High School Diploma,3+,Drug,3+ years,10+,4,2,0,4,5+,0,0,3+,1,0,0,2+,1,0,0,1
3357,M,BLACK,33-37,1,< HS Diploma,1,Violent/Non-Sex,3+ years,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1
3358,M,BLACK,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,4,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3359,M,BLACK,33-37,0,High School Diploma,1,Violent/Non-Sex,3+ years,6,5,1,5+,1,0,0,1,1,3,0,2,1,0,0,0,1
3360,M,WHITE,33-37,0,High School Diploma,1,Property,3+ years,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
3361,M,BLACK,43-47,0,< HS Diploma,3+,Property,3+ years,10+,6+,1,5+,4,5+,0,0,3+,4+,0,3+,1,1,0,0,1
3362,F,BLACK,33-37,0,< HS Diploma,3+,Property,1-2 years,10+,2,0,5+,0,3,0,0,3+,1,0,3+,0,1,0,0,0
3363,M,WHITE,43-47,0,< HS Diploma,1,Other,3+ years,4,4,2,1,0,3,1,0,2,4+,1,1,0,1,0,0,0
3364,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,10+,5,1,5+,1,5+,0,1,2,2,0,2,0,1,0,0,1
3365,M,BLACK,33-37,1,High School Diploma,3+,Drug,3+ years,10+,5,0,0,5+,3,0,0,0,3,0,0,2+,0,0,0,1
3366,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,3,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0
3367,M,BLACK,33-37,0,< HS Diploma,2,Violent/Non-Sex,3+ years,4,4,1,5+,2,1,0,0,2,2,1,3+,1,0,0,0,1
3368,M,BLACK,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,10+,6+,3+,3,2,3,0,1,3+,4+,0,1,1,1,0,1,0
3369,M,BLACK,33-37,1,High School Diploma,2,Other,<1 year,4,1,1,2,2,0,0,0,3+,0,0,2,0,0,0,0,1
3370,M,BLACK,33-37,0,< HS Diploma,3+,Drug,3+ years,10+,6+,0,0,5+,5+,0,0,3+,2,0,1,2+,1,0,0,0
3371,M,BLACK,33-37,0,< HS Diploma,1,Unknown,<1 year,8,5,3+,1,4,0,1,0,1,4+,1,1,1,0,0,0,0
3372,F,BLACK,38-42,0,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3373,M,WHITE,33-37,0,High School Diploma,1,Property,3+ years,10+,6+,0,5+,5+,5+,0,0,3+,4+,0,3+,1,1,0,0,1
3374,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,7,6+,3+,1,5+,2,0,1,3+,4+,1,0,2+,1,0,1,1
3375,M,WHITE,38-42,0,High School Diploma,2,Other,3+ years,10+,3,1,4,0,5+,0,0,3+,2,1,2,0,0,0,0,0
3376,M,BLACK,33-37,0,High School Diploma,1,Drug,3+ years,7,6+,0,0,4,5+,0,0,2,4+,0,0,2+,1,0,0,1
3377,M,BLACK,48 or older,0,Some College,3+,Other,1-2 years,10+,6+,0,5+,5+,2,0,0,3+,4+,0,1,2+,1,0,0,0
3378,M,BLACK,33-37,0,High School Diploma,1,Property,3+ years,10+,6+,3+,5+,4,5+,1,0,1,4+,1,3+,2+,1,0,0,1
3379,M,BLACK,28-32,0,Some College,3+,Other,3+ years,6,1,1,3,1,1,0,1,2,1,0,1,1,0,0,1,1
3380,M,BLACK,33-37,0,High School Diploma,2,Property,3+ years,5,2,1,2,0,3,0,1,2,3,0,3+,0,1,0,1,1
3381,M,BLACK,38-42,0,Some College,3+,Violent/Sex,3+ years,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,M,BLACK,28-32,1,High School Diploma,2,Violent/Non-Sex,<1 year,6,6+,3+,2,1,5+,1,1,1,4+,1,1,1,1,1,1,0
3383,M,BLACK,28-32,0,High School Diploma,0,Other,<1 year,5,3,2,0,2,0,0,1,2,0,1,0,0,0,0,1,1
3384,M,BLACK,33-37,0,< HS Diploma,1,Drug,1-2 years,10+,3,1,3,2,5+,1,1,1,3,1,1,1,1,0,1,0
3385,M,WHITE,38-42,0,High School Diploma,2,Property,1-2 years,10+,5,0,5+,4,5+,0,0,1,2,0,1,1,1,0,0,0
3386,M,BLACK,33-37,0,High School Diploma,2,Drug,3+ years,7,6+,0,1,5+,1,0,1,2,4+,0,0,2+,1,0,0,0
3387,M,BLACK,33-37,0,High School Diploma,0,Violent/Non-Sex,<1 year,5,1,1,1,3,3,0,0,2,3,1,0,1,0,0,0,0
3388,M,BLACK,33-37,0,< HS Diploma,1,Drug,3+ years,9,6+,1,1,5+,5+,0,0,3+,4+,1,1,2+,1,0,0,0
3389,M,BLACK,33-37,0,< HS Diploma,3+,Drug,3+ years,7,5,1,1,5+,5+,0,0,3+,2,0,1,2+,1,0,0,1
3390,M,WHITE,28-32,0,Some College,3+,Unknown,3+ years,10+,2,1,5+,1,3,0,1,2,3,1,3+,1,1,0,1,1
3391,M,BLACK,28-32,0,High School Diploma,0,Property,3+ years,10+,4,0,5+,0,3,0,0,2,1,0,3+,0,1,0,0,1
3392,M,BLACK,33-37,0,< HS Diploma,0,Property,3+ years,6,1,0,5+,0,0,0,0,0,0,0,1,0,0,0,0,0
3393,M,BLACK,33-37,0,High School Diploma,0,Property,1-2 years,4,6+,1,2,0,2,0,0,2,1,1,2,0,0,0,0,1
3394,M,WHITE,33-37,0,< HS Diploma,0,Property,1-2 years,6,2,0,5+,0,0,0,0,0,1,0,1,0,0,0,0,0
3395,M,WHITE,43-47,0,Some College,3+,Drug,1-2 years,6,2,0,2,4,0,0,0,2,0,0,0,2+,0,0,0,0
3396,F,BLACK,33-37,0,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,M,BLACK,33-37,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,5,3+,3,0,1,0,1,2,0,1,1,0,0,0,1,1
3398,M,BLACK,28-32,1,High School Diploma,2,Property,3+ years,6,1,0,4,2,1,0,0,2,1,0,2,2+,0,0,0,1
3399,M,BLACK,33-37,1,< HS Diploma,1,Drug,3+ years,5,6+,0,0,5+,1,0,0,2,4+,0,0,2+,0,0,0,0
3400,M,WHITE,48 or older,0,High School Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,2,5+,1,5+,0,1,3+,1,1,3+,0,1,0,0,1
3401,M,WHITE,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,2,2,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0
3402,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,4,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1
3403,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
3404,M,BLACK,48 or older,0,< HS Diploma,0,Drug,<1 year,10+,1,0,4,5+,5+,0,0,3+,1,0,3+,2+,1,0,0,1
3405,M,BLACK,43-47,0,Some College,3+,Violent/Non-Sex,3+ years,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3406,M,BLACK,43-47,1,< HS Diploma,3+,Property,1-2 years,10+,6+,1,5+,1,3,1,0,3+,4+,1,3+,0,1,1,0,1
3408,M,BLACK,38-42,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1
3409,M,BLACK,43-47,0,Some College,1,Property,<1 year,10+,6+,3+,5+,0,4,0,1,3+,3,0,3+,0,0,0,0,1
3410,M,BLACK,48 or older,0,Some College,1,Property,1-2 years,3,6+,2,4,0,0,1,0,2,3,1,3+,0,0,1,0,1
3412,M,BLACK,38-42,0,High School Diploma,0,Property,<1 year,10+,4,2,5+,1,5+,0,0,3+,2,1,3+,1,1,0,0,1
3413,M,BLACK,38-42,0,High School Diploma,3+,Drug,3+ years,6,1,0,1,5+,0,0,1,1,1,0,0,1,0,0,0,0
3414,M,BLACK,43-47,0,< HS Diploma,0,Property,1-2 years,10+,5,1,5+,5+,5+,0,0,3+,4+,0,3+,1,0,0,0,0
3415,M,WHITE,43-47,0,High School Diploma,1,Drug,1-2 years,9,5,0,1,3,5+,0,1,0,1,0,0,1,1,0,0,1
3416,M,BLACK,28-32,0,< HS Diploma,0,Other,3+ years,10+,3,2,0,5+,3,0,0,3+,2,0,0,2+,1,0,0,0
3417,M,BLACK,43-47,0,High School Diploma,3+,Drug,3+ years,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0
3418,M,BLACK,33-37,1,< HS Diploma,1,Property,1-2 years,10+,4,1,5+,0,5+,0,1,2,1,0,2,0,1,0,0,1
3419,M,BLACK,33-37,0,High School Diploma,1,Drug,1-2 years,10+,6+,3+,1,5+,5+,1,0,1,4+,1,1,2+,1,1,0,1
3420,M,BLACK,33-37,0,High School Diploma,3+,Property,3+ years,6,6+,1,3,0,4,0,0,3+,1,0,1,0,0,0,0,1
3421,M,BLACK,33-37,1,High School Diploma,3+,Violent/Non-Sex,1-2 years,10+,5,1,5+,2,5+,0,1,3+,3,1,3+,0,1,0,1,1
3422,M,BLACK,33-37,0,High School Diploma,2,Other,<1 year,10+,4,2,3,5+,1,0,1,3+,2,0,1,2+,1,0,1,1
3423,M,BLACK,28-32,0,High School Diploma,3+,Violent/Non-Sex,3+ years,8,2,2,1,1,5+,1,0,3+,1,1,1,1,1,0,0,1
3424,F,WHITE,38-42,0,High School Diploma,3+,Property,1-2 years,7,6+,2,5+,2,5+,0,0,1,4+,0,2,1,1,1,0,1
3425,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,1-2 years,10+,1,0,5+,4,3,0,0,3+,1,0,2,2+,0,0,0,1
3426,M,BLACK,28-32,0,< HS Diploma,3+,Property,1-2 years,10+,6+,3+,4,5+,5+,1,0,3+,4+,1,3+,2+,1,1,0,1
3427,M,BLACK,33-37,1,< HS Diploma,3+,Other,1-2 years,10+,6+,3+,5+,5+,5+,0,1,3+,4+,1,3+,2+,1,0,1,0
3428,F,BLACK,38-42,0,< HS Diploma,3+,Property,1-2 years,5,2,1,3,1,2,1,0,1,1,1,3+,0,0,0,0,1
3429,M,BLACK,38-42,0,High School Diploma,3+,Other,3+ years,6,0,2,0,3,2,0,1,0,0,0,0,1,0,0,1,0
3430,M,BLACK,33-37,0,High School Diploma,2,Property,<1 year,10+,5,1,5+,2,5+,1,1,3+,1,0,3+,0,0,0,1,1
3431,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,9,3,1,4,0,5+,0,0,3+,1,0,3+,0,1,0,0,0
3432,M,BLACK,33-37,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,1,6+,1,2,0,0,0,0,0,4+,1,1,0,0,0,1,0
3433,M,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,5,1,5+,0,4,0,0,3+,4+,1,3+,0,1,0,0,1
3434,M,WHITE,48 or older,0,Some College,1,Other,3+ years,7,4,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0
3435,M,BLACK,48 or older,0,High School Diploma,0,Drug,1-2 years,7,4,0,1,5+,5+,0,0,3+,1,0,1,2+,0,0,0,0
3436,M,BLACK,33-37,0,High School Diploma,2,Drug,1-2 years,10+,3,1,1,5+,5+,1,0,0,1,0,0,1,0,0,0,1
3437,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,1-2 years,8,6+,1,0,5+,5+,0,0,2,4+,0,0,1,1,0,0,0
3438,M,WHITE,28-32,1,High School Diploma,3+,Unknown,1-2 years,4,6+,0,0,5+,5+,0,0,0,4+,0,0,2+,1,0,0,1
3439,M,BLACK,28-32,1,< HS Diploma,1,Drug,3+ years,10+,3,3+,2,4,5+,0,1,3+,1,1,2,2+,1,0,1,1
3440,M,BLACK,28-32,0,< HS Diploma,2,Drug,1-2 years,6,3,1,0,5+,1,0,0,3+,3,0,0,2+,1,0,0,0
3441,M,BLACK,33-37,0,Some College,3+,Other,3+ years,6,5,0,4,2,2,0,1,1,1,0,1,1,1,0,1,0
3442,M,BLACK,28-32,0,High School Diploma,0,Property,1-2 years,10+,4,0,5+,3,4,0,0,2,3,0,3+,1,1,0,0,1
3443,M,WHITE,33-37,0,High School Diploma,0,Drug,<1 year,10+,6+,2,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,1
3444,M,BLACK,28-32,0,< HS Diploma,3+,Property,3+ years,9,6+,2,5+,4,3,0,0,3+,4+,1,3+,2+,1,0,0,1
3445,M,WHITE,43-47,0,< HS Diploma,3+,Drug,<1 year,10+,5,3+,5+,4,1,1,0,1,2,1,3+,1,0,0,0,0
3446,M,BLACK,33-37,1,< HS Diploma,0,Unknown,3+ years,7,6+,0,1,5+,5+,0,0,3+,4+,0,2,2+,1,0,0,1
3447,F,WHITE,43-47,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,2,5+,1,5+,0,0,2,4+,1,2,1,1,0,0,0
3448,M,BLACK,28-32,1,High School Diploma,3+,Other,3+ years,8,6+,0,3,5+,3,0,1,2,4+,0,2,2+,0,0,1,1
3449,M,BLACK,33-37,1,High School Diploma,0,Property,3+ years,10+,2,1,1,5+,5+,0,0,1,3,0,0,2+,0,0,0,0
3450,M,BLACK,33-37,0,< HS Diploma,2,Drug,3+ years,3,5,2,1,3,1,0,0,1,2,0,1,2+,0,0,0,0
3451,M,BLACK,48 or older,0,< HS Diploma,0,Property,3+ years,4,4,2,2,0,1,0,0,2,3,1,1,0,1,0,0,1
3452,M,BLACK,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,5+,3,0,0,3+,3,0,2,2+,1,0,0,0
3453,M,BLACK,28-32,1,< HS Diploma,1,Unknown,3+ years,8,1,0,1,4,1,0,0,3+,1,0,0,2+,0,0,0,0
3454,M,BLACK,33-37,0,High School Diploma,2,Property,3+ years,10+,2,0,5+,1,2,0,1,3+,4+,1,3+,1,1,1,0,1
3455,M,BLACK,28-32,0,< HS Diploma,2,Drug,3+ years,10+,3,0,0,5+,5+,0,0,2,0,0,0,2+,0,0,0,1
3456,M,WHITE,48 or older,0,< HS Diploma,0,Property,<1 year,4,0,0,1,0,3,0,0,3+,0,0,1,0,1,0,0,1
3457,M,WHITE,43-47,0,Some College,1,Violent/Sex,3+ years,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3458,M,BLACK,28-32,1,High School Diploma,1,Property,3+ years,6,4,0,3,2,5+,0,1,3+,2,0,1,2+,1,0,0,1
3459,M,BLACK,48 or older,0,< HS Diploma,0,Drug,3+ years,9,3,1,2,2,5+,0,0,2,3,0,1,0,1,0,0,1
3460,F,WHITE,48 or older,0,High School Diploma,1,Property,1-2 years,10+,3,0,5+,0,5+,0,0,3+,3,0,3+,0,0,0,0,1
3461,M,BLACK,38-42,0,< HS Diploma,2,Unknown,1-2 years,8,2,3+,0,0,0,0,0,3+,1,1,0,0,0,1,0,1
3462,M,BLACK,28-32,0,High School Diploma,0,Other,3+ years,6,3,0,0,5+,1,0,1,1,1,0,0,2+,0,0,1,0
3463,M,BLACK,33-37,0,< HS Diploma,3+,Drug,<1 year,10+,6+,0,2,3,5+,0,0,1,4+,0,1,2+,0,0,0,0
3464,M,BLACK,28-32,1,< HS Diploma,2,Violent/Non-Sex,1-2 years,10+,3,2,0,4,5+,0,1,2,2,0,0,2+,1,0,0,0
3465,M,BLACK,33-37,0,< HS Diploma,0,Drug,3+ years,8,1,1,0,5+,0,0,0,2,0,0,0,2+,0,0,0,0
3466,M,BLACK,28-32,0,High School Diploma,3+,Other,1-2 years,10+,3,1,5+,2,4,0,1,1,1,0,1,1,1,0,1,0
3467,M,WHITE,28-32,0,< HS Diploma,1,Unknown,3+ years,10+,6+,0,5+,2,5+,0,0,3+,3,0,3+,2+,1,0,0,1
3468,M,WHITE,48 or older,0,High School Diploma,0,Property,<1 year,10+,6+,3+,5+,5+,4,0,0,3+,4+,1,3+,2+,1,0,0,0
3469,M,WHITE,33-37,0,High School Diploma,2,Property,1-2 years,9,2,1,3,1,5+,0,0,2,3,0,2,1,0,0,0,1
3470,M,BLACK,28-32,0,< HS Diploma,0,Drug,<1 year,6,0,0,0,3,5+,0,0,2,0,0,0,2+,1,0,0,1
3471,F,BLACK,28-32,0,Some College,2,Property,<1 year,10+,6+,0,5+,0,3,0,0,2,3,0,3+,0,0,0,0,1
3472,M,BLACK,33-37,0,< HS Diploma,2,Other,1-2 years,10+,6+,2,4,2,5+,0,1,3+,4+,0,3+,2+,1,0,1,1
3473,F,WHITE,48 or older,0,Some College,3+,Other,<1 year,3,6+,0,0,2,4,0,0,0,4+,0,0,1,1,0,0,0
3474,M,BLACK,38-42,0,< HS Diploma,1,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3475,F,BLACK,28-32,0,< HS Diploma,0,Drug,1-2 years,5,5,0,2,3,1,0,0,0,4+,0,1,1,1,0,0,0
3476,M,WHITE,28-32,1,< HS Diploma,0,Other,3+ years,10+,1,0,5+,1,5+,0,0,3+,0,0,3+,1,1,0,0,1
3477,M,BLACK,33-37,0,< HS Diploma,1,Property,1-2 years,10+,4,0,2,5+,2,0,0,3+,3,0,1,2+,1,0,0,1
3478,M,BLACK,28-32,1,Some College,1,Drug,1-2 years,9,1,0,0,5+,4,0,1,2,3,0,0,2+,1,0,0,0
3479,M,WHITE,43-47,0,High School Diploma,3+,Other,1-2 years,10+,4,0,0,5+,5+,0,1,3+,3,0,0,2+,1,0,1,1
3480,M,BLACK,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
3481,M,BLACK,48 or older,0,High School Diploma,3+,Unknown,3+ years,3,1,2,0,0,0,1,0,0,2,1,0,0,0,1,0,1
3482,M,BLACK,28-32,0,< HS Diploma,2,Other,3+ years,10+,1,1,3,5+,3,0,1,0,0,0,0,2+,0,0,1,0
3483,M,BLACK,33-37,0,High School Diploma,3+,Drug,1-2 years,7,3,2,0,4,4,0,0,0,0,0,0,2+,0,0,0,1
3484,M,BLACK,28-32,1,< HS Diploma,0,Violent/Non-Sex,3+ years,7,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0
3485,M,BLACK,28-32,0,< HS Diploma,1,Property,1-2 years,6,1,2,2,0,3,0,1,1,0,0,1,0,1,0,1,1
3486,M,WHITE,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,9,6+,2,5+,0,4,0,0,3+,4+,1,3+,0,1,0,0,1
3487,M,BLACK,33-37,0,< HS Diploma,3+,Drug,<1 year,10+,6+,3+,0,3,5+,1,0,3+,2,0,0,2+,1,0,0,1
3488,M,BLACK,38-42,0,Some College,0,Drug,3+ years,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
3489,M,BLACK,38-42,0,High School Diploma,2,Unknown,3+ years,2,1,0,0,3,1,0,0,1,0,0,0,2+,0,0,0,0
3490,M,BLACK,28-32,0,< HS Diploma,1,Unknown,1-2 years,7,6+,1,3,5+,3,0,0,3+,3,1,2,2+,1,0,0,1
3491,M,BLACK,48 or older,0,< HS Diploma,1,Property,3+ years,10+,6+,2,5+,2,5+,0,0,3+,4+,1,3+,1,1,0,0,0
3492,M,BLACK,33-37,0,High School Diploma,2,Other,<1 year,10+,6+,3+,5+,4,5+,1,0,3+,4+,1,3+,2+,1,1,0,1
3493,M,WHITE,48 or older,0,High School Diploma,2,Drug,<1 year,10+,6+,1,5+,4,5+,0,0,3+,1,0,3+,1,0,0,0,0
3494,M,BLACK,28-32,0,Some College,0,Property,<1 year,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3495,M,BLACK,48 or older,0,< HS Diploma,3+,Property,3+ years,10+,6+,3+,5+,0,1,0,0,3+,4+,1,3+,0,0,0,0,1
3496,M,WHITE,48 or older,0,High School Diploma,1,Property,3+ years,10+,6+,3+,5+,5+,5+,0,1,3+,4+,1,3+,0,1,0,1,1
3497,F,BLACK,28-32,0,Some College,0,Drug,1-2 years,2,0,0,0,1,0,0,0,0,0,0,0,2+,0,0,0,1
3498,M,BLACK,48 or older,0,High School Diploma,3+,Other,1-2 years,10+,6+,1,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,1
3499,M,BLACK,48 or older,0,< HS Diploma,2,Property,1-2 years,10+,6+,0,5+,0,4,0,0,3+,4+,0,3+,0,1,0,0,0
3500,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,7,1,1,3,3,2,0,0,3+,1,1,1,2+,1,0,0,1
3501,M,WHITE,48 or older,0,< HS Diploma,0,Other,3+ years,10+,5,1,5+,1,0,0,0,1,0,0,3+,0,0,0,1,1
3502,M,BLACK,48 or older,0,Some College,1,Property,1-2 years,8,1,0,5+,0,0,0,0,1,0,0,2,0,0,0,0,0
3503,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,3+,5+,2,5+,0,1,3+,4+,0,3+,0,1,0,0,0
3504,M,WHITE,48 or older,0,< HS Diploma,2,Drug,3+ years,2,6+,0,0,3,2,0,0,1,3,0,0,1,1,0,0,1
3505,M,BLACK,48 or older,0,High School Diploma,2,Property,1-2 years,10+,6+,3+,5+,1,1,0,0,3+,4+,1,3+,0,0,0,0,0
3507,M,WHITE,48 or older,0,< HS Diploma,0,Other,1-2 years,9,6+,3+,1,5+,4,1,1,3+,2,0,1,2+,0,0,1,1
3508,M,BLACK,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,7,1,2,1,0,4,0,0,1,0,0,0,0,1,0,0,0
3509,M,BLACK,48 or older,0,Some College,0,Property,3+ years,10+,6+,3+,5+,0,1,0,0,3+,3,0,3+,0,1,0,0,1
3510,F,BLACK,48 or older,0,High School Diploma,2,Property,3+ years,10+,4,3+,5+,0,3,1,0,3+,2,1,3+,0,1,0,0,1
3511,M,WHITE,48 or older,0,< HS Diploma,0,Property,3+ years,10+,6+,1,5+,4,3,0,0,3+,4+,0,3+,1,1,0,0,0
3512,M,BLACK,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,10+,6+,3+,5+,2,5+,1,0,3+,4+,1,3+,1,1,0,0,1
3513,M,BLACK,48 or older,0,< HS Diploma,0,Violent/Sex,3+ years,5,6+,3+,0,0,0,1,0,0,4+,0,0,0,0,0,0,0
3514,M,BLACK,48 or older,0,< HS Diploma,2,Other,1-2 years,10+,6+,1,2,1,5+,0,0,3+,4+,1,1,0,0,0,0,0
3515,M,WHITE,48 or older,0,High School Diploma,1,Other,3+ years,10+,6+,3+,4,2,0,0,1,3+,1,0,2,0,0,0,1,0
3516,M,BLACK,48 or older,0,High School Diploma,0,Property,<1 year,10+,6+,1,5+,0,5+,0,0,3+,4+,1,3+,0,0,0,0,0
3517,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,1-2 years,8,3,2,0,5+,1,0,0,3+,1,0,1,2+,0,0,0,0
3518,M,WHITE,48 or older,0,High School Diploma,0,Property,3+ years,10+,4,1,5+,1,1,0,0,3+,0,0,3+,0,0,0,0,1
3519,M,WHITE,48 or older,0,< HS Diploma,0,Property,1-2 years,10+,6+,1,5+,3,4,0,1,3+,4+,0,3+,1,0,0,0,1
3520,M,BLACK,48 or older,0,< HS Diploma,0,Property,1-2 years,10+,6+,0,5+,2,4,0,0,3+,4+,0,3+,0,1,0,0,1
3521,M,WHITE,48 or older,0,High School Diploma,3+,Drug,3+ years,10+,6+,1,4,5+,0,0,0,3+,4+,1,2,1,0,0,0,1
